datetime,open,high,low,close,volume,hold,open_interest
2026-05-15 02:00:00,1025.5,1025.54,1024.82,1024.9,785,138464.0,
2026-05-15 02:15:00,1024.9,1024.96,1022.92,1023.86,2689,138604.0,
2026-05-15 02:30:00,1023.86,1024.5,1023.72,1024.48,1507,138601.0,
2026-05-15 09:15:00,1015.2,1024.48,1010.3,1012.14,24664,138788.0,
2026-05-15 09:30:00,1012.16,1014.92,1010.7,1010.98,9083,137641.0,
2026-05-15 09:45:00,1012.12,1014.06,1010.8,1014.02,7159,136830.0,
2026-05-15 10:00:00,1012.62,1014.48,1010.86,1012.22,7683,136259.0,
2026-05-15 10:15:00,1012.42,1013.8,1011.6,1012.68,5014,135506.0,
2026-05-15 10:45:00,1012.3,1013.34,1011.6,1013.34,4819,135182.0,
2026-05-15 11:00:00,1013.48,1014.44,1012.14,1013.4,4773,134682.0,
2026-05-15 11:15:00,1013.4,1014.36,1012.64,1013.44,3977,134315.0,
2026-05-15 11:30:00,1011.94,1013.6,1011.6,1012.06,4272,134028.0,
2026-05-15 13:45:00,1008.0,1012.06,1001.64,1003.12,4812,133547.0,
2026-05-15 14:00:00,1003.12,1004.52,1001.36,1001.78,2294,131580.0,
2026-05-15 14:15:00,1002.2,1004.38,1002.0,1003.78,2067,130204.0,
2026-05-15 14:30:00,1003.84,1005.94,1003.74,1005.34,80,129078.0,
2026-05-15 14:45:00,1005.66,1006.12,1003.56,1003.68,55,128282.0,
2026-05-15 15:00:00,1003.66,1004.74,1002.92,1004.38,90,127211.0,
2026-05-15 21:15:00,999.62,1000.76,997.5,999.94,15859,126987.0,
2026-05-15 21:30:00,999.94,1002.2,998.76,1000.4,7037,126822.0,
2026-05-15 21:45:00,1000.58,1001.0,994.72,994.76,14014,127451.0,
2026-05-15 22:00:00,994.72,999.52,993.0,997.9,12817,127274.0,
2026-05-15 22:15:00,997.9,1001.18,996.08,999.7,9391,127061.0,
2026-05-15 22:30:00,999.7,1003.2,999.1,1001.82,3614,126639.0,
2026-05-15 22:45:00,1001.86,1002.86,1001.06,1002.22,5461,126482.0,
2026-05-15 23:00:00,1002.1,1004.5,1000.3,1003.72,452,126295.0,
2026-05-15 23:15:00,1003.72,1003.88,1001.5,1001.66,16,126111.0,
2026-05-15 23:30:00,1001.66,1001.88,1000.0,1000.64,25,126104.0,
2026-05-15 23:45:00,1000.64,1001.44,999.4,999.62,55,126176.0,
2026-05-16 00:15:00,999.56,999.62,997.0,998.0,5,126395.0,
2026-05-16 00:30:00,997.9,999.96,997.62,999.68,1,126231.0,
2026-05-16 00:45:00,999.76,1001.12,999.52,1000.92,2,126121.0,
2026-05-16 01:00:00,1000.92,1001.12,999.84,1000.42,2,125992.0,
2026-05-16 01:15:00,1000.42,1003.0,1000.28,1002.72,13,125640.0,
2026-05-16 01:30:00,1002.72,1004.3,1002.26,1002.98,26,125579.0,
2026-05-16 01:45:00,1003.0,1004.4,1003.0,1003.68,3,125438.0,
2026-05-16 02:00:00,1003.7,1004.12,1003.0,1003.6,14,125371.0,
2026-05-16 02:15:00,1003.6,1004.08,1002.92,1004.02,6,125335.0,
2026-05-16 02:30:00,1004.08,1004.34,1002.5,1003.52,80,125223.0,
2026-05-18 00:00:00,999.72,1000.48,998.22,999.52,89,126270.0,
2026-05-18 09:15:00,992.94,993.1,987.84,989.86,37076,124178.0,
2026-05-18 09:30:00,989.8,992.82,989.44,991.8,11901,122921.0,
2026-05-18 09:45:00,991.8,993.82,991.3,993.82,9609,122241.0,
2026-05-18 10:00:00,993.72,998.94,993.72,996.52,10831,121304.0,
2026-05-18 10:15:00,996.56,999.62,996.1,999.26,6253,121291.0,
2026-05-18 10:45:00,998.78,999.68,997.64,998.88,4811,121287.0,
2026-05-18 11:00:00,998.88,1000.0,997.64,998.3,4526,120817.0,
2026-05-18 11:15:00,998.28,998.66,997.14,997.34,4410,120520.0,
2026-05-18 11:30:00,997.34,999.2,997.22,998.6,3204,120212.0,
2026-05-18 13:45:00,1001.28,1001.6,998.6,998.94,8023,119815.0,
2026-05-18 14:00:00,998.94,999.62,997.12,997.34,2923,119543.0,
2026-05-18 14:15:00,997.34,998.82,997.02,998.12,5738,119282.0,
2026-05-18 14:30:00,998.12,999.98,997.5,997.88,5810,118874.0,
2026-05-18 14:45:00,997.98,999.32,997.34,998.1,5614,118590.0,
2026-05-18 15:00:00,998.26,999.84,997.78,999.8,150,117961.0,
2026-05-18 21:15:00,1003.3,1005.48,1002.28,1003.2,12558,117302.0,
2026-05-18 21:30:00,1003.2,1004.98,1002.62,1004.16,5029,116890.0,
2026-05-18 21:45:00,1004.14,1005.88,1003.08,1003.26,8522,116845.0,
